Rank,Length,Released,BPM,Key,Genre,Label,Date,Track_ID
93,7:16,2020-07-27,120.0,D min,Progressive House,Lost & Found,2020-08-29,13761490.0
94,7:02,2020-08-14,140.0,A♯ min,Trance,FSOE Fables,2020-08-29,13954321.0
95,5:10,2020-05-15,124.0,C min,Dance,Ultra,2020-08-29,13544804.0
96,6:21,2020-08-21,127.0,F♯ maj,House,Toolroom,2020-08-29,14019754.0
97,7:54,2020-08-07,121.0,G min,Indie Dance,Afterlife Records,2020-08-29,13972634.0
98,4:28,2020-08-07,175.0,G♯ min,Drum & Bass,The Sauce Recordings,2020-08-29,13915652.0
99,5:45,2020-06-26,128.0,A min,Minimal / Deep Tech,Solid Grooves Raw,2020-08-29,13663462.0
100,6:11,2020-06-05,126.0,A min,Tech House,Sola,2020-08-29,13632838.0
1,5:36,2020-08-14,126.0,C♯ min,Tech House,Black Book Records,2020-08-31,13976394.0
2,5:14,2020-08-07,127.0,A min,Tech House,MUSE,2020-08-31,13964651.0
3,6:22,2020-06-26,126.0,B min,House,Defected,2020-08-31,13775146.0
4,7:27,2020-07-31,130.0,G min,Techno (Peak Time / Driving),Reload Records,2020-08-31,13922322.0
5,6:43,2020-07-06,125.0,D maj,Melodic House & Techno,Recovery Collective,2020-08-31,13798519.0
6,5:21,2020-07-31,127.0,B min,Tech House,Black Book Records,2020-08-31,13906746.0
7,3:57,2020-08-03,89.0,F maj,Drum & Bass,Jungle Cakes,2020-08-31,13979167.0
8,8:30,2020-07-24,124.0,F♯ min,Melodic House & Techno,RCA Records Label,2020-08-31,13950938.0
9,5:39,2020-08-21,125.0,F♯ min,Tech House,IN CONTROL RECORDINGS,2020-08-31,13984039.0
10,4:29,2020-08-13,86.0,A♯ min,Drum & Bass,Souped Up Records,2020-08-31,13975572.0
11,6:22,2020-08-21,126.0,D min,House,Defected,2020-08-31,14040234.0
12,6:04,2020-05-29,129.0,A♯ min,Tech House,Hot Fuss,2020-08-31,13602183.0
13,6:17,2020-07-17,128.0,B min,House,Defected,2020-08-31,13683546.0
14,5:49,2020-08-21,127.0,F♯ min,Tech House,Relief,2020-08-31,14079214.0
15,4:25,2020-08-07,126.0,D♯ min,Funky / Groove / Jackin' House,Next-Gen-Records,2020-08-31,14008696.0
16,5:46,2020-08-07,123.0,G♯ maj,House,Toolroom,2020-08-31,13963694.0
17,9:05,2020-08-28,121.0,F maj,Melodic House & Techno,Siamese,2020-08-31,14064695.0
18,6:24,2020-07-10,128.0,G min,Tech House,Solid Grooves Records,2020-08-31,13739724.0
19,4:35,2020-08-21,136.0,D♯ min,Techno (Peak Time / Driving),Lenske,2020-08-31,13936516.0
20,5:41,2020-08-21,125.0,D min,Tech House,SOLOTOKO,2020-08-31,14100564.0
21,7:24,2020-08-13,123.0,A min,Melodic House & Techno,Odd One Out,2020-08-31,14007977.0
22,7:33,2020-08-07,133.0,C maj,Techno (Peak Time / Driving),Say What?,2020-08-31,13930638.0
23,6:12,2020-08-14,129.0,A min,Tech House,Solid Grooves Records,2020-08-31,14027305.0
24,5:12,2020-08-07,123.0,B min,House,Defected,2020-08-31,13979134.0
25,6:50,2020-08-07,123.0,A♯ min,Tech House,Toolroom,2020-08-31,13959066.0
26,6:08,2020-08-28,128.0,A min,Tech House,CLNE,2020-08-31,14049733.0
27,6:58,2020-08-21,121.0,F♯ maj,Indie Dance,Diynamic,2020-08-31,14004952.0
28,6:36,2020-07-07,121.0,A♯ min,Melodic House & Techno,Anjunadeep,2020-08-31,13796725.0
29,5:36,2020-08-28,88.0,A♯ min,Drum & Bass,Computer Integrated Audio,2020-08-31,14081994.0
30,4:44,2020-08-03,124.0,F maj,Funky / Groove / Jackin' House,PornoStar Records,2020-08-31,13932190.0
31,4:48,2020-08-21,88.0,A min,Drum & Bass,Critical Music,2020-08-31,13990563.0
32,4:17,2020-07-02,125.0,B min,House,Techne,2020-08-31,13809381.0
33,4:48,2020-08-21,133.0,A♯ maj,Techno (Peak Time / Driving),Lenske,2020-08-31,13936517.0
34,6:26,2020-07-17,130.0,D♯ min,Techno (Peak Time / Driving),Unrilis,2020-08-31,13905529.0
35,6:45,2020-07-24,125.0,G maj,House,Get Physical Music,2020-08-31,13815035.0
36,6:02,2020-08-21,126.0,C♯ maj,Future House,HEXAGON,2020-08-31,14085901.0
37,5:18,2020-06-26,122.0,D min,Tech House,SOLOTOKO,2020-08-31,13732876.0
38,5:09,2020-05-22,124.0,E min,House,There Was Jack,2020-08-31,13496482.0
39,6:25,2020-08-21,130.0,B min,Techno (Peak Time / Driving),Armada Music,2020-08-31,14035812.0
40,5:59,2020-08-14,125.0,F min,House,Ultra,2020-08-31,13941343.0
41,7:42,2020-07-31,130.0,A♯ maj,Techno (Peak Time / Driving),Reload Records,2020-08-31,13922323.0
42,6:51,2020-08-21,130.0,G min,Techno (Peak Time / Driving),Set About,2020-08-31,13914383.0
43,5:15,2020-04-03,124.0,A maj,Deep House,SPINNIN' DEEP,2020-08-31,13270039.0
44,7:49,2020-08-28,124.0,F maj,Melodic House & Techno,Siamese,2020-08-31,14064696.0
45,5:05,2020-08-14,124.0,C min,Dance,Musical Freedom,2020-08-31,14058638.0
46,4:04,2020-07-03,123.0,D♯ maj,Dance,Atlantic Records UK,2020-08-31,13822322.0
47,8:04,2020-06-12,128.0,A min,Melodic House & Techno,RCA Records Label,2020-08-31,13778040.0
48,5:16,2020-08-07,128.0,B min,Minimal / Deep Tech,Rawsome Deep,2020-08-31,14009065.0
49,5:04,2020-07-13,123.0,A maj,Funky / Groove / Jackin' House,PornoStar Records,2020-08-31,13826608.0
50,4:40,2020-04-24,125.0,A min,Tech House,Sink or Swim,2020-08-31,13395227.0
51,6:06,2020-08-14,129.0,A min,Techno (Peak Time / Driving),1605,2020-08-31,13956494.0
52,7:16,2020-08-21,128.0,A♯ maj,Minimal / Deep Tech,Locus,2020-08-31,14001699.0
53,6:42,2020-08-14,129.0,A♯ min,Tech House,Trick,2020-08-31,13971806.0
54,6:52,2020-07-17,124.0,G min,Melodic House & Techno,Quinn,2020-08-31,13962442.0
55,8:25,2020-08-21,131.0,A min,Melodic House & Techno,Last Night On Earth,2020-08-31,14006617.0
56,6:39,2020-08-14,125.0,A♯ min,Tech House,Techne,2020-08-31,13911419.0
57,4:26,2020-08-21,126.0,F min,Big Room,SPINNIN' RECORDS,2020-08-31,14029000.0
58,4:36,2020-08-14,113.0,G maj,Drum & Bass,Index,2020-08-31,14028721.0
59,5:34,2020-07-10,133.0,D min,Techno (Raw / Deep / Hypnotic),UNCAGE,2020-08-31,13819650.0
60,6:46,2020-06-05,126.0,F min,House,Nothing Else Matters,2020-08-31,13577515.0
61,4:56,2020-08-14,120.0,B min,Nu Disco / Disco,Sweat It Out,2020-08-31,14021432.0
62,8:00,2020-08-14,132.0,A min,Techno (Peak Time / Driving),Black Hole Recordings,2020-08-31,13896286.0
63,8:15,2020-08-07,121.0,C♯ min,Organic House / Downtempo,TRYBESof,2020-08-31,13948300.0
64,5:59,2020-07-03,122.0,A min,House,Club Sweat,2020-08-31,13734946.0
65,6:37,2020-08-21,122.0,D maj,Organic House / Downtempo,Do Not Sit On The Furniture Recordings,2020-08-31,14047348.0
66,8:50,2020-08-21,120.0,A♯ maj,Organic House / Downtempo,Lost Miracle,2020-08-31,14006642.0
67,7:24,2020-08-14,123.0,F maj,Progressive House,Perspectives Digital,2020-08-31,13960351.0
68,4:45,2020-08-21,128.0,D min,Bass House,SPINNIN' RECORDS,2020-08-31,13999280.0
69,7:25,2020-08-03,123.0,A♯ maj,Progressive House,Outta Limits,2020-08-31,14009050.0
70,7:02,2020-07-16,122.0,D min,Deep House,Heat Up Music,2020-08-31,13836613.0
71,5:26,2020-02-21,124.0,D min,House,HouseU,2020-08-31,13098550.0
72,5:51,2020-08-28,126.0,A min,Melodic House & Techno,Ellum,2020-08-31,14062903.0
73,7:16,2020-05-29,120.0,D min,Melodic House & Techno,Siamese,2020-08-31,13614894.0
74,5:53,2020-08-26,124.0,E maj,Melodic House & Techno,Anjunadeep,2020-08-31,14046946.0
75,7:04,2020-07-24,124.0,F♯ min,Melodic House & Techno,Fayer,2020-08-31,13845240.0
76,6:16,2020-07-24,130.0,E min,Techno (Peak Time / Driving),1605,2020-08-31,13807807.0
77,4:31,2020-08-21,174.0,A♯ maj,Drum & Bass,Critical Music,2020-08-31,13990564.0
78,5:07,2020-07-31,125.0,B min,Tech House,Club Sweat,2020-08-31,13889408.0
79,4:47,2020-08-20,87.0,G♯ min,Drum & Bass,Technique Recordings,2020-08-31,14042785.0
80,6:30,2020-08-07,128.0,A min,Tech House,MUSE,2020-08-31,13964650.0
81,6:16,2020-08-21,130.0,A♯ maj,Techno (Peak Time / Driving),Filth on Acid,2020-08-31,13997057.0
82,6:38,2020-08-14,123.0,D min,Melodic House & Techno,Love Matters,2020-08-31,13909988.0
83,6:24,2020-06-11,135.0,C maj,Techno (Peak Time / Driving),KNTXT,2020-08-31,13636228.0
84,6:21,2020-08-21,127.0,F♯ maj,House,Toolroom,2020-08-31,14019754.0
85,5:08,2020-05-29,125.0,D min,House,Defected,2020-08-31,13591932.0
86,5:18,2020-08-17,175.0,E maj,Drum & Bass,Born On Road,2020-08-31,14042578.0
87,5:50,2020-08-21,127.0,B min,Tech House,Lovejuice Records,2020-08-31,14042560.0
88,5:03,2020-08-21,136.0,A min,Techno (Peak Time / Driving),Lenske,2020-08-31,13936519.0
89,7:02,2020-08-14,140.0,A♯ min,Trance,FSOE Fables,2020-08-31,13954321.0
90,3:50,2020-08-21,86.0,A min,Drum & Bass,Critical Music,2020-08-31,13990565.0
91,7:00,2020-07-27,121.0,A♯ min,Organic House / Downtempo,Ruvenzori,2020-08-31,13922008.0
92,5:39,2020-08-14,138.0,D♯ min,Trance,Who's Afraid Of 138?!,2020-08-31,13979713.0
93,5:10,2020-05-15,124.0,C min,Dance,Ultra,2020-08-31,13544804.0
94,7:44,2020-08-17,121.0,E maj,Progressive House,Sudbeat Music,2020-08-31,14046446.0
95,8:21,2020-05-29,124.0,C♯ maj,Melodic House & Techno,Spectrum (NL),2020-08-31,13579243.0
96,5:45,2020-06-26,128.0,A min,Minimal / Deep Tech,Solid Grooves Raw,2020-08-31,13663462.0
97,7:22,2020-08-28,124.0,A♯ maj,House,Classic Music Company,2020-08-31,14064783.0
98,5:33,2020-08-14,124.0,C min,House,Toolroom,2020-08-31,13988930.0
99,6:04,2020-08-14,127.0,G maj,Tech House,Repopulate Mars,2020-08-31,13971911.0
100,4:54,2020-07-29,124.0,A min,Dance,Universal-Island Records Ltd.,2020-08-31,14016718.0
1,5:36,2020-08-14,126.0,C♯ min,Tech House,Black Book Records,2020-09-02,13976394.0
2,5:14,2020-08-07,127.0,A min,Tech House,MUSE,2020-09-02,13964651.0
3,7:27,2020-07-31,130.0,G min,Techno (Peak Time / Driving),Reload Records,2020-09-02,13922322.0
4,6:22,2020-06-26,126.0,B min,House,Defected,2020-09-02,13775146.0
5,6:43,2020-07-06,125.0,D maj,Melodic House & Techno,Recovery Collective,2020-09-02,13798519.0
6,5:21,2020-07-31,127.0,B min,Tech House,Black Book Records,2020-09-02,13906746.0
7,9:05,2020-08-28,121.0,F maj,Melodic House & Techno,Siamese,2020-09-02,14064695.0
8,3:57,2020-08-03,89.0,F maj,Drum & Bass,Jungle Cakes,2020-09-02,13979167.0
9,6:08,2020-08-28,128.0,A min,Tech House,CLNE,2020-09-02,14049733.0
10,5:36,2020-08-28,88.0,A♯ min,Drum & Bass,Computer Integrated Audio,2020-09-02,14081994.0
11,8:30,2020-07-24,124.0,F♯ min,Melodic House & Techno,RCA Records Label,2020-09-02,13950938.0
12,5:49,2020-08-21,127.0,F♯ min,Tech House,Relief,2020-09-02,14079214.0
13,6:22,2020-08-21,126.0,D min,House,Defected,2020-09-02,14040234.0
14,6:04,2020-05-29,129.0,A♯ min,Tech House,Hot Fuss,2020-09-02,13602183.0
15,7:49,2020-08-28,124.0,F maj,Melodic House & Techno,Siamese,2020-09-02,14064696.0
16,4:25,2020-08-07,126.0,D♯ min,Funky / Groove / Jackin' House,Next-Gen-Records,2020-09-02,14008696.0
17,4:29,2020-08-13,86.0,A♯ min,Drum & Bass,Souped Up Records,2020-09-02,13975572.0
18,6:17,2020-07-17,128.0,B min,House,Defected,2020-09-02,13683546.0
19,5:41,2020-08-21,125.0,D min,Tech House,SOLOTOKO,2020-09-02,14100564.0
20,5:51,2020-08-28,126.0,A min,Melodic House & Techno,Ellum,2020-09-02,14062903.0
21,6:24,2020-07-10,128.0,G min,Tech House,Solid Grooves Records,2020-09-02,13739724.0
22,4:35,2020-08-21,136.0,D♯ min,Techno (Peak Time / Driving),Lenske,2020-09-02,13936516.0
23,5:46,2020-08-07,123.0,G♯ maj,House,Toolroom,2020-09-02,13963694.0
24,7:33,2020-08-07,133.0,C maj,Techno (Peak Time / Driving),Say What?,2020-09-02,13930638.0
25,7:24,2020-08-13,123.0,A min,Melodic House & Techno,Odd One Out,2020-09-02,14007977.0
26,6:12,2020-08-14,129.0,A min,Tech House,Solid Grooves Records,2020-09-02,14027305.0
27,5:39,2020-08-21,125.0,F♯ min,Tech House,IN CONTROL RECORDINGS,2020-09-02,13984039.0
28,5:12,2020-08-07,123.0,B min,House,Defected,2020-09-02,13979134.0
29,4:44,2020-08-03,124.0,F maj,Funky / Groove / Jackin' House,PornoStar Records,2020-09-02,13932190.0
30,6:36,2020-07-07,121.0,A♯ min,Melodic House & Techno,Anjunadeep,2020-09-02,13796725.0
31,4:48,2020-08-21,88.0,A min,Drum & Bass,Critical Music,2020-09-02,13990563.0
32,6:50,2020-08-07,123.0,A♯ min,Tech House,Toolroom,2020-09-02,13959066.0
33,4:48,2020-08-21,133.0,A♯ maj,Techno (Peak Time / Driving),Lenske,2020-09-02,13936517.0
34,5:53,2020-08-26,124.0,E maj,Melodic House & Techno,Anjunadeep,2020-09-02,14046946.0
35,6:58,2020-08-21,121.0,F♯ maj,Indie Dance,Diynamic,2020-09-02,14004952.0
36,4:17,2020-07-02,125.0,B min,House,Techne,2020-09-02,13809381.0
37,5:09,2020-05-22,124.0,E min,House,There Was Jack,2020-09-02,13496482.0
38,6:02,2020-08-21,126.0,C♯ maj,Future House,HEXAGON,2020-09-02,14085901.0
39,6:26,2020-07-17,130.0,D♯ min,Techno (Peak Time / Driving),Unrilis,2020-09-02,13905529.0
40,7:22,2020-08-28,124.0,A♯ maj,House,Classic Music Company,2020-09-02,14064783.0
41,7:42,2020-07-31,130.0,A♯ maj,Techno (Peak Time / Driving),Reload Records,2020-09-02,13922323.0
42,6:45,2020-07-24,125.0,G maj,House,Get Physical Music,2020-09-02,13815035.0
43,6:22,2020-08-28,126.0,D min,House,Repopulate Mars,2020-09-02,14038450.0
44,6:06,2020-08-14,129.0,A min,Techno (Peak Time / Driving),1605,2020-09-02,13956494.0
45,6:25,2020-08-21,130.0,B min,Techno (Peak Time / Driving),Armada Music,2020-09-02,14035812.0
46,6:51,2020-08-21,130.0,G min,Techno (Peak Time / Driving),Set About,2020-09-02,13914383.0
47,5:18,2020-06-26,122.0,D min,Tech House,SOLOTOKO,2020-09-02,13732876.0
48,5:04,2020-07-13,123.0,A maj,Funky / Groove / Jackin' House,PornoStar Records,2020-09-02,13826608.0
49,6:37,2020-08-21,122.0,D maj,Organic House / Downtempo,Do Not Sit On The Furniture Recordings,2020-09-02,14047348.0
50,5:16,2020-08-07,128.0,B min,Minimal / Deep Tech,Rawsome Deep,2020-09-02,14009065.0
51,6:52,2020-07-17,124.0,G min,Melodic House & Techno,Quinn,2020-09-02,13962442.0
52,8:04,2020-06-12,128.0,A min,Melodic House & Techno,RCA Records Label,2020-09-02,13778040.0
53,6:29,2020-08-28,124.0,A♯ min,House,Toolroom,2020-09-02,14050560.0
54,5:05,2020-08-14,124.0,C min,Dance,Musical Freedom,2020-09-02,14058638.0
55,6:28,2020-08-27,122.0,A♯ min,Melodic House & Techno,Afterlife Records,2020-09-02,14051353.0
56,5:15,2020-04-03,124.0,A maj,Deep House,SPINNIN' DEEP,2020-09-02,13270039.0
57,7:24,2020-08-14,123.0,F maj,Progressive House,Perspectives Digital,2020-09-02,13960351.0
58,7:16,2020-08-21,128.0,A♯ maj,Minimal / Deep Tech,Locus,2020-09-02,14001699.0
59,6:42,2020-08-14,129.0,A♯ min,Tech House,Trick,2020-09-02,13971806.0
60,5:59,2020-08-14,125.0,F min,House,Ultra,2020-09-02,13941343.0
61,4:04,2020-07-03,123.0,D♯ maj,Dance,Atlantic Records UK,2020-09-02,13822322.0
62,8:15,2020-08-07,121.0,C♯ min,Organic House / Downtempo,TRYBESof,2020-09-02,13948300.0
63,7:02,2020-07-16,122.0,D min,Deep House,Heat Up Music,2020-09-02,13836613.0
64,4:40,2020-04-24,125.0,A min,Tech House,Sink or Swim,2020-09-02,13395227.0
65,6:01,2020-08-27,125.0,G♯ min,Melodic House & Techno,Afterlife Records,2020-09-02,14051354.0
66,4:45,2020-08-21,128.0,D min,Bass House,SPINNIN' RECORDS,2020-09-02,13999280.0
67,5:50,2020-08-21,127.0,B min,Tech House,Lovejuice Records,2020-09-02,14042560.0
68,5:59,2020-07-03,122.0,A min,House,Club Sweat,2020-09-02,13734946.0
69,4:56,2020-08-14,120.0,B min,Nu Disco / Disco,Sweat It Out,2020-09-02,14021432.0
70,6:11,2020-08-28,124.0,C maj,Tech House,DIRTYBIRD,2020-09-02,14040413.0
71,6:46,2020-06-05,126.0,F min,House,Nothing Else Matters,2020-09-02,13577515.0
72,5:34,2020-07-10,133.0,D min,Techno (Raw / Deep / Hypnotic),UNCAGE,2020-09-02,13819650.0
73,7:40,2020-08-28,122.0,A♯ min,Organic House / Downtempo,TRYBESof,2020-09-02,14001559.0
74,8:00,2020-08-14,132.0,A min,Techno (Peak Time / Driving),Black Hole Recordings,2020-09-02,13896286.0
75,6:00,2020-08-26,123.0,F♯ maj,Melodic House & Techno,Anjunadeep,2020-09-02,14046948.0
76,6:39,2020-08-14,125.0,A♯ min,Tech House,Techne,2020-09-02,13911419.0
77,4:36,2020-08-14,113.0,G maj,Drum & Bass,Index,2020-09-02,14028721.0
78,7:04,2020-07-24,124.0,F♯ min,Melodic House & Techno,Fayer,2020-09-02,13845240.0
79,8:01,2020-08-28,122.0,C min,Melodic House & Techno,Keinemusik,2020-09-02,14042935.0
80,10:19,2020-08-28,124.0,D min,Organic House / Downtempo,Siamese,2020-09-02,14064697.0
81,5:26,2020-02-21,124.0,D min,House,HouseU,2020-09-02,13098550.0
82,7:25,2020-08-03,123.0,A♯ maj,Progressive House,Outta Limits,2020-09-02,14009050.0
83,8:50,2020-08-21,120.0,A♯ maj,Organic House / Downtempo,Lost Miracle,2020-09-02,14006642.0
84,8:25,2020-08-21,131.0,A min,Melodic House & Techno,Last Night On Earth,2020-09-02,14006617.0
85,5:39,2020-08-28,87.0,A♯ min,Drum & Bass,Computer Integrated Audio,2020-09-02,14081995.0
86,4:47,2020-08-20,87.0,G♯ min,Drum & Bass,Technique Recordings,2020-09-02,14042785.0
87,5:18,2020-08-17,175.0,E maj,Drum & Bass,Born On Road,2020-09-02,14042578.0
88,5:08,2020-05-29,125.0,D min,House,Defected,2020-09-02,13591932.0
89,4:40,2020-08-21,124.0,A♯ maj,Funky / Groove / Jackin' House,Omerta,2020-09-02,13722869.0
90,4:26,2020-08-21,126.0,F min,Big Room,SPINNIN' RECORDS,2020-09-02,14029000.0
91,7:44,2020-08-25,120.0,G maj,Organic House / Downtempo,Anjunadeep,2020-09-02,14072010.0
92,4:31,2020-08-21,174.0,A♯ maj,Drum & Bass,Critical Music,2020-09-02,13990564.0
93,6:38,2020-08-28,121.0,E min,Melodic House & Techno,Enormous Tunes,2020-09-02,13989991.0
94,6:30,2020-08-07,128.0,A min,Tech House,MUSE,2020-09-02,13964650.0
95,6:16,2020-07-24,130.0,E min,Techno (Peak Time / Driving),1605,2020-09-02,13807807.0
96,6:16,2020-08-21,130.0,A♯ maj,Techno (Peak Time / Driving),Filth on Acid,2020-09-02,13997057.0
97,5:49,2020-08-27,120.0,F♯ maj,Indie Dance,Afterlife Records,2020-09-02,14051355.0
98,7:44,2020-08-17,121.0,E maj,Progressive House,Sudbeat Music,2020-09-02,14046446.0
99,5:07,2020-07-31,125.0,B min,Tech House,Club Sweat,2020-09-02,13889408.0
100,5:45,2020-06-26,128.0,A min,Minimal / Deep Tech,Solid Grooves Raw,2020-09-02,13663462.0
1,5:36,2020-08-14,126.0,C♯ min,Tech House,Black Book Records,2020-09-04,13976394.0
2,5:14,2020-08-07,127.0,A min,Tech House,MUSE,2020-09-04,13964651.0
3,7:27,2020-07-31,130.0,G min,Techno (Peak Time / Driving),Reload Records,2020-09-04,13922322.0
4,6:22,2020-06-26,126.0,B min,House,Defected,2020-09-04,13775146.0
5,6:43,2020-07-06,125.0,D maj,Melodic House & Techno,Recovery Collective,2020-09-04,13798519.0
6,6:08,2020-08-28,128.0,A min,Tech House,CLNE,2020-09-04,14049733.0
7,5:36,2020-08-28,88.0,A♯ min,Drum & Bass,Computer Integrated Audio,2020-09-04,14081994.0
8,9:05,2020-08-28,121.0,F maj,Melodic House & Techno,Siamese,2020-09-04,14064695.0
9,5:21,2020-07-31,127.0,B min,Tech House,Black Book Records,2020-09-04,13906746.0
10,3:57,2020-08-03,89.0,F maj,Drum & Bass,Jungle Cakes,2020-09-04,13979167.0
11,5:51,2020-08-28,126.0,A min,Melodic House & Techno,Ellum,2020-09-04,14062903.0
12,8:30,2020-07-24,124.0,F♯ min,Melodic House & Techno,RCA Records Label,2020-09-04,13950938.0
13,7:49,2020-08-28,124.0,F maj,Melodic House & Techno,Siamese,2020-09-04,14064696.0
14,5:41,2020-08-21,125.0,D min,Tech House,SOLOTOKO,2020-09-04,14100564.0
15,5:49,2020-08-21,127.0,F♯ min,Tech House,Relief,2020-09-04,14079214.0
16,7:22,2020-08-28,124.0,A♯ maj,House,Classic Music Company,2020-09-04,14064783.0
17,6:17,2020-07-17,128.0,B min,House,Defected,2020-09-04,13683546.0
18,6:04,2020-05-29,129.0,A♯ min,Tech House,Hot Fuss,2020-09-04,13602183.0
19,6:22,2020-08-28,126.0,D min,House,Repopulate Mars,2020-09-04,14038450.0
20,6:22,2020-08-21,126.0,D min,House,Defected,2020-09-04,14040234.0
21,6:24,2020-07-10,128.0,G min,Tech House,Solid Grooves Records,2020-09-04,13739724.0
22,7:33,2020-08-07,133.0,C maj,Techno (Peak Time / Driving),Say What?,2020-09-04,13930638.0
23,4:25,2020-08-07,126.0,D♯ min,Funky / Groove / Jackin' House,Next-Gen-Records,2020-09-04,14008696.0
24,6:29,2020-08-28,124.0,A♯ min,House,Toolroom,2020-09-04,14050560.0
25,4:29,2020-08-13,86.0,A♯ min,Drum & Bass,Souped Up Records,2020-09-04,13975572.0
26,6:12,2020-08-14,129.0,A min,Tech House,Solid Grooves Records,2020-09-04,14027305.0
27,5:46,2020-08-07,123.0,G♯ maj,House,Toolroom,2020-09-04,13963694.0
28,4:35,2020-08-21,136.0,D♯ min,Techno (Peak Time / Driving),Lenske,2020-09-04,13936516.0
29,6:28,2020-08-27,122.0,A♯ min,Melodic House & Techno,Afterlife Records,2020-09-04,14051353.0
30,5:39,2020-08-21,125.0,F♯ min,Tech House,IN CONTROL RECORDINGS,2020-09-04,13984039.0
31,5:12,2020-08-07,123.0,B min,House,Defected,2020-09-04,13979134.0
32,7:40,2020-08-28,122.0,A♯ min,Organic House / Downtempo,TRYBESof,2020-09-04,14001559.0
33,4:17,2020-07-02,125.0,B min,House,Techne,2020-09-04,13809381.0
34,4:48,2020-08-21,133.0,A♯ maj,Techno (Peak Time / Driving),Lenske,2020-09-04,13936517.0
35,7:24,2020-08-13,123.0,A min,Melodic House & Techno,Odd One Out,2020-09-04,14007977.0
36,6:36,2020-07-07,121.0,A♯ min,Melodic House & Techno,Anjunadeep,2020-09-04,13796725.0
37,5:53,2020-08-26,124.0,E maj,Melodic House & Techno,Anjunadeep,2020-09-04,14046946.0
38,7:42,2020-07-31,130.0,A♯ maj,Techno (Peak Time / Driving),Reload Records,2020-09-04,13922323.0
39,4:44,2020-08-03,124.0,F maj,Funky / Groove / Jackin' House,PornoStar Records,2020-09-04,13932190.0
40,6:01,2020-08-27,125.0,G♯ min,Melodic House & Techno,Afterlife Records,2020-09-04,14051354.0
41,5:09,2020-05-22,124.0,E min,House,There Was Jack,2020-09-04,13496482.0
42,6:02,2020-08-21,126.0,C♯ maj,Future House,HEXAGON,2020-09-04,14085901.0
43,8:01,2020-08-28,122.0,C min,Melodic House & Techno,Keinemusik,2020-09-04,14042935.0
44,6:11,2020-08-28,124.0,C maj,Tech House,DIRTYBIRD,2020-09-04,14040413.0
45,7:24,2020-08-14,123.0,F maj,Progressive House,Perspectives Digital,2020-09-04,13960351.0
46,4:48,2020-08-21,88.0,A min,Drum & Bass,Critical Music,2020-09-04,13990563.0
47,6:26,2020-07-17,130.0,D♯ min,Techno (Peak Time / Driving),Unrilis,2020-09-04,13905529.0
48,6:58,2020-08-21,121.0,F♯ maj,Indie Dance,Diynamic,2020-09-04,14004952.0
49,6:06,2020-08-14,129.0,A min,Techno (Peak Time / Driving),1605,2020-09-04,13956494.0
50,6:50,2020-08-07,123.0,A♯ min,Tech House,Toolroom,2020-09-04,13959066.0
51,5:39,2020-08-28,87.0,A♯ min,Drum & Bass,Computer Integrated Audio,2020-09-04,14081995.0
52,6:25,2020-08-21,130.0,B min,Techno (Peak Time / Driving),Armada Music,2020-09-04,14035812.0
53,6:45,2020-07-24,125.0,G maj,House,Get Physical Music,2020-09-04,13815035.0
54,5:18,2020-06-26,122.0,D min,Tech House,SOLOTOKO,2020-09-04,13732876.0
55,5:49,2020-08-27,120.0,F♯ maj,Indie Dance,Afterlife Records,2020-09-04,14051355.0
56,6:37,2020-08-21,122.0,D maj,Organic House / Downtempo,Do Not Sit On The Furniture Recordings,2020-09-04,14047348.0
57,5:16,2020-08-07,128.0,B min,Minimal / Deep Tech,Rawsome Deep,2020-09-04,14009065.0
58,10:19,2020-08-28,124.0,D min,Organic House / Downtempo,Siamese,2020-09-04,14064697.0
59,6:51,2020-08-21,130.0,G min,Techno (Peak Time / Driving),Set About,2020-09-04,13914383.0
60,8:04,2020-06-12,128.0,A min,Melodic House & Techno,RCA Records Label,2020-09-04,13778040.0
61,5:15,2020-04-03,124.0,A maj,Deep House,SPINNIN' DEEP,2020-09-04,13270039.0
62,5:05,2020-08-14,124.0,C min,Dance,Musical Freedom,2020-09-04,14058638.0
63,6:52,2020-07-17,124.0,G min,Melodic House & Techno,Quinn,2020-09-04,13962442.0
64,7:02,2020-07-16,122.0,D min,Deep House,Heat Up Music,2020-09-04,13836613.0
65,4:45,2020-08-21,128.0,D min,Bass House,SPINNIN' RECORDS,2020-09-04,13999280.0
66,5:34,2020-07-10,133.0,D min,Techno (Raw / Deep / Hypnotic),UNCAGE,2020-09-04,13819650.0
67,4:04,2020-07-03,123.0,D♯ maj,Dance,Atlantic Records UK,2020-09-04,13822322.0
68,7:16,2020-08-21,128.0,A♯ maj,Minimal / Deep Tech,Locus,2020-09-04,14001699.0
69,4:10,2020-08-28,124.0,E min,Dance,Heldeep Records,2020-09-04,14124020.0
70,8:00,2020-08-14,132.0,A min,Techno (Peak Time / Driving),Black Hole Recordings,2020-09-04,13896286.0
71,5:50,2020-08-21,127.0,B min,Tech House,Lovejuice Records,2020-09-04,14042560.0
72,6:42,2020-08-14,129.0,A♯ min,Tech House,Trick,2020-09-04,13971806.0
73,5:04,2020-07-13,123.0,A maj,Funky / Groove / Jackin' House,PornoStar Records,2020-09-04,13826608.0
74,3:43,2020-08-28,128.0,F min,Big Room,SPINNIN' RECORDS,2020-09-04,14044056.0
